,title,track,categories,url
54,TaxoPrompt: A Prompt-based Generation Method with Taxonomic Context for Self-Supervised Taxonomy Expansion,Main,"['Natural Language Semantics', 'Knowledge Extraction']",https://www.ijcai.org/proceedings/2022/615
55,Robust Interpretable Text Classification against Spurious Correlations Using AND-rules with Negation,Main,"['Text Classification', 'Applications', 'Interpretability and Analysis of Models for NLP']",https://www.ijcai.org/proceedings/2022/616
56,Diversity Features Enhanced Prototypical Network for Few-shot Intent Detection,Main,"['Dialogue and Interactive Systems', 'Applications', 'Text Classification']",https://www.ijcai.org/proceedings/2022/617
57,UM4: Unified Multilingual Multiple Teacher-Student Model for Zero-Resource Neural Machine Translation,Main,"['Machine Translation and Multilinguality', 'Language Generation']",https://www.ijcai.org/proceedings/2022/618
58,High-resource Language-specific Training for Multilingual Neural Machine Translation,Main,"['Machine Translation and Multilinguality', 'Language Generation']",https://www.ijcai.org/proceedings/2022/619
59,SyntaSpeech: Syntax-Aware Generative Adversarial Text-to-Speech,Main,['Speech'],https://www.ijcai.org/proceedings/2022/620
60,Clickbait Detection via Contrastive Variational Modelling of Text and Label,Main,['Text Classification'],https://www.ijcai.org/proceedings/2022/621
61,Targeted Multimodal Sentiment Classification based on Coarse-to-Fine Grained Image-Target Matching,Main,['Sentiment Analysis and Text Mining'],https://www.ijcai.org/proceedings/2022/622
62,Stage-wise Stylistic Headline Generation: Style Generation and Summarized Content Insertion,Main,"['Language Generation', 'Applications', 'Summarization']",https://www.ijcai.org/proceedings/2022/623
63,Position-aware Joint Entity and Relation Extraction with Attention Mechanism,Main,"['Information Extraction', 'Knowledge Extraction', 'Language Models', 'Named Entities']",https://www.ijcai.org/proceedings/2022/624
64,EditSinger: Zero-Shot Text-Based Singing Voice Editing System with Diverse Prosody Modeling,Main,"['Speech', 'Applications']",https://www.ijcai.org/proceedings/2022/625
65,“Think Before You Speak”: Improving Multi-Action Dialog Policy by Planning Single-Action Dialogs,Main,"['Dialogue and Interactive Systems', 'Applications']",https://www.ijcai.org/proceedings/2022/626
66,Charge Prediction by Constitutive Elements Matching of Crimes,Main,"['Applications', 'Information Retrieval and Text Mining', 'Text Classification']",https://www.ijcai.org/proceedings/2022/627
67,CauAIN: Causal Aware Interaction Network for Emotion Recognition in Conversations,Main,"['Sentiment Analysis and Text Mining', 'Dialogue and Interactive Systems', 'Text Classification']",https://www.ijcai.org/proceedings/2022/628
68,Reasoning over Hybrid Chain for Table-and-Text Open Domain Question Answering ,Main,"['Question Answering', 'Natural Language Semantics', 'Information Retrieval and Text Mining', 'Interpretability and Analysis of Models for NLP']",https://www.ijcai.org/proceedings/2022/629
69,None Class Ranking Loss for Document-Level Relation Extraction,Main,['Information Extraction'],https://www.ijcai.org/proceedings/2022/630
70,Grape: Grammar-Preserving Rule Embedding,Main,"['Applications', 'Language Generation', 'Natural Language Semantics']",https://www.ijcai.org/proceedings/2022/631
71,Efficient Document-level Event Extraction via Pseudo-Trigger-aware Pruned Complete Graph,Main,"['Information Extraction', 'Knowledge Extraction']",https://www.ijcai.org/proceedings/2022/632
72,Contrastive Graph Transformer Network for Personality Detection,Main,"['Psycholinguistics', 'Applications', 'Text Classification']",https://www.ijcai.org/proceedings/2022/633
