,title,track,categories,url
25,Learning Sentence Representation with Guidance of Human Attention,Main,"['Natural Language Semantics', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2017/578
26,Bilateral Multi-Perspective Matching for Natural Language Sentences,Main,"['Information Retrieval', 'Natural Language Semantics', 'Natural Language Processing', 'Question Answering']",https://www.ijcai.org/proceedings/2017/579
27,DDoS Event Forecasting using Twitter Data,Main,"['Natural Language Processing', 'NLP Applications and Tools']",https://www.ijcai.org/proceedings/2017/580
28,A Neural Model for Joint Event Detection and Summarization,Main,"['Natural Language Processing', 'NLP Applications and Tools']",https://www.ijcai.org/proceedings/2017/581
29,A Variational Autoencoding Approach for Inducing Cross-lingual Word Embeddings,Main,"['Natural Language Semantics', 'Text Classification']",https://www.ijcai.org/proceedings/2017/582
30,Learning to Identify Ambiguous and Misleading News Headlines,Main,"['Natural Language Processing', 'NLP Applications and Tools', 'Text Classification']",https://www.ijcai.org/proceedings/2017/583
31,Improved Neural Machine Translation with Source Syntax,Main,"['Machine Translation', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2017/584
32,Symbolic Priors for RNN-based Semantic Parsing,Main,['Question Answering'],https://www.ijcai.org/proceedings/2017/585
33,Fast Parallel Training of Neural Language Models,Main,"['Natural Language Processing', 'NLP Applications and Tools']",https://www.ijcai.org/proceedings/2017/586
34,Lexical Sememe Prediction via Word Embeddings and Matrix Factorization,Main,"['Natural Language Semantics', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2017/587
35,A Correlated Topic Model Using Word Embeddings,Main,"['Natural Language Generation', 'Natural Language Semantics']",https://www.ijcai.org/proceedings/2017/588
36,Learning Conversational Systems that Interleave Task and Non-Task Content,Main,"['Dialogue', 'NLP Applications and Tools']",https://www.ijcai.org/proceedings/2017/589
37,AGRA: An Analysis-Generation-Ranking Framework for Automatic Abbreviation from Paper Titles,Main,['NLP Applications and Tools'],https://www.ijcai.org/proceedings/2017/590
38,Segmenting Chinese Microtext: Joint Informal-Word Detection and Segmentation with Neural Networks,Main,"['Phonology, Morphology, and word segmentation', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2017/591
39,Automatic Generation of Grounded Visual Questions,Main,['Question Answering'],https://www.ijcai.org/proceedings/2017/592
40,Entity Suggestion with Conceptual Expanation,Main,"['Natural Language Semantics', 'Information Retrieval']",https://www.ijcai.org/proceedings/2017/593
41,Maximum Expected Likelihood Estimation for Zero-resource Neural Machine Translation,Main,"['Machine Translation', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2017/594
42,Iterative Entity Alignment via Joint Knowledge Embeddings,Main,"['Information Extraction', 'Natural Language Semantics', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2017/595
